0.0081,0.904408,0.039475
0.0083025,0.883814,0.0365519
0.00851006,0.986204,0.0363644
0.00872281,0.876777,0.0313557
0.00894088,0.923865,0.0307962
0.00916441,0.889756,0.0281035
0.00939352,0.895145,0.0262349
0.00962835,0.925342,0.0250416
0.00986906,0.936199,0.0237606
0.0101158,0.739152,0.0194297
0.0103687,0.430634,0.0134615
0.0106279,0.489419,0.0133277
0.0108936,0.492758,0.012542
0.0111659,0.492664,0.0118063
0.0114451,0.496561,0.0112447
0.0117312,0.470962,0.0102983
0.0120245,0.446612,0.00950429
0.0123251,0.377388,0.00827807
0.0126332,0.355663,0.00761403
0.0129491,0.311101,0.00678492
0.0132728,0.257774,0.00587113
0.0136046,0.201678,0.00495112
0.0139447,0.172814,0.00440046
0.0142933,0.12369,0.00353594
0.0146507,0.0902066,0.00289429
0.0150169,0.0666848,0.00239079
0.0153924,0.0497064,0.00197174
0.0157772,0.0358885,0.00161384
0.0161716,0.0236415,0.00126854
0.0165759,0.0213236,0.00115961
0.0169903,0.0167284,0.000845896
0.0174151,0.0111556,0.000661663
0.0178504,0.0096511,0.000587736
0.0182967,0.00724273,0.000488881
0.0187541,0.00609622,0.000432417
0.019223,0.00494226,0.000378194
0.0197035,0.00399895,0.00032566
0.0201961,0.00376834,0.000307028
0.020701,0.00356363,0.000289361
0.0212186,0.00380863,0.000289719
0.021749,0.00433486,0.000302343
0.0222927,0.00442231,0.000296024
0.0228501,0.00422835,0.000278051
0.0234213,0.00418833,0.000266359
0.0240068,0.00388327,0.000247421
0.024607,0.00358324,0.00022793
0.0252222,0.00289757,0.000195717
0.0258527,0.00193197,0.000152013
0.0264991,0.00146522,0.000126873
0.0271615,0.00110151,0.000105201
0.0278406,0.00052572,6.89893e-05
0.0285366,0.000473723,6.34043e-05
0.02925,0.000434465,5.80606e-05
0.0299813,0.000402353,5.39449e-05
0.0307308,0.00050997,5.96588e-05
0.0314991,0.000685955,6.73914e-05
0.0322865,0.000702352,6.56974e-05
0.0330937,0.000666574,6.23859e-05
0.033921,0.000562337,5.48726e-05
0.0347691,0.000563022,5.36494e-05
0.0356383,0.000498832,4.92999e-05
0.0365293,0.000352046,4.0025e-05
0.0374425,0.000317051,3.68715e-05
0.0383785,0.000165202,2.57577e-05
0.039338,9.10801e-05,1.86723e-05
0.0403215,5.33333e-05,1.45225e-05
0.0413295,5.19029e-05,1.39481e-05
0.0423627,9.10987e-05,1.82251e-05
0.0434218,0.00012473,1.84034e-05
0.0445073,0.000202707,2.30709e-05
0.04562,0.000229537,2.39742e-05
0.0467605,0.000204499,2.21259e-05
0.0479295,0.000212826,2.20665e-05
0.0491278,0.000132656,1.68835e-05
0.050356,8.81732e-05,1.31971e-05
0.0516149,5.05147e-05,9.61338e-06
0.0529053,2.12435e-05,5.95764e-06
0.0542279,2.6768e-05,6.54249e-06
0.0555836,5.22191e-05,8.8395e-06
0.0569732,8.87666e-05,1.12556e-05
0.0583975,8.35366e-05,1.05902e-05
0.0598574,8.28175e-05,1.01298e-05
0.0613539,7.49117e-05,9.28647e-06
0.0628877,3.88638e-05,6.34595e-06
0.0644599,2.15711e-05,4.54158e-06
0.0660714,1.09304e-05,3.07594e-06
0.0677232,2.85843e-05,4.94153e-06
0.0694163,4.70496e-05,6.35118e-06
0.0711517,4.49067e-05,6.01807e-06
0.0729305,3.93377e-05,5.40389e-06
0.0747537,4.07497e-05,5.35214e-06
0.0766226,1.27641e-05,2.81258e-06
0.0785381,1.07835e-05,2.49507e-06
0.0805016,2.63126e-05,3.93211e-06
0.0825141,3.46175e-05,4.48647e-06
0.084577,3.08018e-05,4.15852e-06
0.0866914,1.99543e-05,3.1871e-06
0.0888587,1.22291e-05,2.38786e-06
0.0910802,1.29553e-05,2.59368e-06
0.0933572,1.50735e-05,2.71715e-06
0.0956911,2.2372e-05,3.28968e-06
0.0980834,1.80329e-05,2.8294e-06
0.100535,9.8014e-06,1.9219e-06
0.103049,8.31668e-06,1.7151e-06
0.105625,1.25802e-05,2.11893e-06
0.108266,1.34114e-05,2.20074e-06
0.110972,8.33624e-06,1.63252e-06
0.113747,4.31991e-06,1.10727e-06
0.11659,9.17689e-06,1.67462e-06
0.119505,1.12305e-05,1.85285e-06
0.122493,7.49698e-06,1.46434e-06
0.125555,6.61443e-06,1.37565e-06
0.128694,6.13843e-06,1.31571e-06
0.131911,5.76094e-06,1.23402e-06
0.135209,5.82664e-06,1.22928e-06
0.138589,3.13572e-06,8.66347e-07
0.142054,4.3806e-06,1.00391e-06
0.145605,4.44953e-06,9.95724e-07
0.149245,5.2099e-06,1.06765e-06
0.152977,3.99242e-06,9.09448e-07
0.156801,3.41931e-06,8.28049e-07
0.160721,3.07036e-06,7.73396e-07
0.164739,4.38957e-06,9.25632e-07
0.168858,3.46547e-06,8.11554e-07
0.173079,3.85023e-06,8.54302e-07
0.177406,2.60119e-06,6.98453e-07
0.181841,3.74884e-06,8.51589e-07
0.186387,1.5273e-06,5.29539e-07
0.191047,2.78104e-06,7.19338e-07
0.195823,1.6583e-06,5.53895e-07
0.200719,1.93267e-06,6.01796e-07
0.205737,1.8995e-06,6.18641e-07
0.21088,2.27677e-06,7.12091e-07
0.216742,1.58403e-06,5.48957e-07
