7.951864e-03,2.229827e+00,1.160552e-01
8.190420e-03,2.355918e+00,1.311838e-01
8.436133e-03,2.514951e+00,1.126392e-01
8.689217e-03,2.331434e+00,8.985435e-02
8.949893e-03,2.360827e+00,8.184792e-02
9.218390e-03,2.318138e+00,7.991031e-02
9.494942e-03,2.404776e+00,7.429751e-02
9.779790e-03,2.069817e+00,6.203664e-02
1.007318e-02,1.292923e+00,3.863479e-02
1.037538e-02,6.941691e-01,2.288616e-02
1.068664e-02,2.945255e-01,1.231201e-02
1.100724e-02,1.706071e-01,8.451509e-03
1.133746e-02,1.019383e-01,5.775625e-03
1.167758e-02,6.215256e-02,4.124306e-03
1.202791e-02,4.583744e-02,3.295378e-03
1.238875e-02,3.005701e-02,2.456132e-03
1.276041e-02,2.880315e-02,2.269641e-03
1.314322e-02,2.612679e-02,1.999928e-03
1.353752e-02,2.312476e-02,1.730165e-03
1.394364e-02,2.818708e-02,1.785758e-03
1.436195e-02,2.970160e-02,1.708529e-03
1.479281e-02,3.379137e-02,1.722641e-03
1.523659e-02,3.741041e-02,1.711536e-03
1.569369e-02,4.347550e-02,1.749104e-03
1.616450e-02,4.390213e-02,1.672489e-03
1.664944e-02,4.583033e-02,1.621648e-03
1.714892e-02,4.892347e-02,1.588716e-03
1.766339e-02,4.786846e-02,1.492551e-03
1.819329e-02,4.581219e-02,1.400288e-03
1.873909e-02,4.375153e-02,1.302898e-03
1.930126e-02,4.105270e-02,1.205084e-03
1.988030e-02,3.803584e-02,1.109834e-03
2.047671e-02,3.479158e-02,1.019285e-03
2.109101e-02,2.907222e-02,8.973414e-04
2.172374e-02,2.597354e-02,8.180617e-04
2.237545e-02,2.136292e-02,7.172107e-04
2.304672e-02,1.538409e-02,5.905304e-04
2.373812e-02,1.266682e-02,5.273769e-04
2.445026e-02,9.554695e-03,4.060625e-04
2.518377e-02,6.382982e-03,3.262512e-04
2.593928e-02,4.486871e-03,2.620611e-04
2.671746e-02,3.800750e-03,2.360376e-04
2.751898e-02,3.575054e-03,2.246529e-04
2.834455e-02,3.375288e-03,2.150739e-04
2.919489e-02,4.815370e-03,2.463993e-04
3.007074e-02,5.551897e-03,2.490970e-04
3.097286e-02,5.807068e-03,2.433482e-04
3.190205e-02,6.354853e-03,2.446070e-04
3.285911e-02,6.708741e-03,2.412724e-04
3.384488e-02,6.611500e-03,2.284927e-04
3.486023e-02,6.165675e-03,2.106873e-04
3.590603e-02,5.128246e-03,1.850054e-04
3.698321e-02,3.919546e-03,1.525926e-04
3.809271e-02,3.398463e-03,1.372011e-04
3.923549e-02,2.369510e-03,1.081893e-04
4.041256e-02,1.448218e-03,7.259810e-05
4.162493e-02,1.084106e-03,5.864848e-05
4.287368e-02,1.024480e-03,5.439651e-05
4.415989e-02,1.075768e-03,5.321541e-05
4.548469e-02,1.308286e-03,5.748502e-05
4.684923e-02,1.574077e-03,6.137203e-05
4.825471e-02,1.615809e-03,6.048122e-05
4.970235e-02,1.549463e-03,5.646054e-05
5.119342e-02,1.180946e-03,4.529002e-05
5.272922e-02,9.186192e-04,3.738396e-05
5.431110e-02,6.035016e-04,2.860608e-05
5.594043e-02,3.509116e-04,1.988381e-05
5.761864e-02,2.528505e-04,1.577250e-05
5.934720e-02,2.673421e-04,1.541553e-05
6.112762e-02,3.484035e-04,1.693121e-05
6.296145e-02,3.520808e-04,1.632726e-05
6.485029e-02,3.535700e-04,1.564045e-05
6.679580e-02,2.484170e-04,1.226050e-05
6.879967e-02,1.459109e-04,8.737497e-06
7.086366e-02,6.400268e-05,5.435819e-06
7.298957e-02,3.701067e-05,3.896644e-06
7.517926e-02,3.032747e-05,3.388063e-06
7.743464e-02,5.016511e-05,4.229558e-06
7.975768e-02,5.981564e-05,4.495419e-06
8.215041e-02,3.879321e-05,3.459306e-06
8.461492e-02,1.946402e-05,2.354332e-06
8.715337e-02,1.361854e-05,1.883860e-06
8.976797e-02,4.798535e-06,1.066540e-06
9.246101e-02,4.933586e-06,1.038235e-06
9.523484e-02,1.155026e-05,1.531810e-06
9.809188e-02,2.286383e-05,2.098263e-06
1.010346e-01,1.949504e-05,1.880773e-06
1.040657e-01,2.237825e-05,1.964267e-06
1.071876e-01,1.622301e-05,1.609168e-06
1.104033e-01,1.489465e-05,1.502828e-06
1.137154e-01,2.443899e-05,1.908735e-06
1.171268e-01,2.997538e-05,2.104145e-06
1.206406e-01,1.992258e-05,1.648651e-06
1.242599e-01,1.715159e-05,1.505390e-06
1.279877e-01,1.412763e-05,1.351374e-06
1.318273e-01,1.958408e-05,1.599758e-06
1.357821e-01,1.362828e-05,1.337633e-06
1.398556e-01,1.049404e-05,1.167001e-06
1.440512e-01,8.169903e-06,1.021109e-06
1.483728e-01,7.378950e-06,9.600834e-07
1.528240e-01,5.059065e-06,7.736372e-07
1.574087e-01,2.723092e-06,5.596224e-07
1.621309e-01,2.850276e-06,5.861677e-07
1.669949e-01,2.414330e-06,5.303408e-07
1.720047e-01,1.993822e-06,4.726456e-07
1.771648e-01,3.253363e-06,5.999676e-07
1.824798e-01,3.624951e-06,6.317523e-07
1.879542e-01,4.557780e-06,7.057063e-07
1.935928e-01,4.531630e-06,7.116603e-07
1.994006e-01,5.851692e-06,8.064494e-07
2.053826e-01,4.616632e-06,7.134736e-07
2.115441e-01,3.715589e-06,6.443366e-07
2.178904e-01,3.046149e-06,5.955209e-07
2.244271e-01,2.364125e-06,5.427828e-07
2.311599e-01,2.487016e-06,5.937341e-07
2.380947e-01,1.212724e-06,4.305306e-07
2.452376e-01,3.519287e-07,2.491299e-07
2.525947e-01,1.257896e-06,5.150301e-07
2.601726e-01,4.885459e-07,3.457522e-07
2.679777e-01,5.280948e-07,3.737160e-07
2.729295e-01,3.710641e-06,2.145783e-06
