5.000000000000000104e-03,9.999999999999993339e-01
8.322147651006712304e-03,1.000000000000000000e+00
1.164429530201342364e-02,9.996572604754170310e-01
1.496644295302013497e-02,9.939101438775201913e-01
1.828859060402684630e-02,7.184033076574890542e-01
2.161073825503355764e-02,1.692784588058171280e-01
2.493288590604026897e-02,9.878141518600712725e-03
2.825503355704698030e-02,3.883769738402192279e-02
3.157718120805368817e-02,6.939104572197524363e-03
3.489932885906039950e-02,8.448554655384049594e-03
3.822147651006711083e-02,7.681213144173705196e-03
4.154362416107382217e-02,5.717819915510195068e-04
4.486577181208053350e-02,4.904418781773701996e-03
4.818791946308724483e-02,8.366938391873116618e-04
5.151006711409395616e-02,1.309321743777525039e-03
5.483221476510066750e-02,1.819077555180062620e-03
5.815436241610737883e-02,6.506211470388288838e-05
6.147651006711409016e-02,1.096099710534779352e-03
6.479865771812080844e-02,5.420242742990610037e-04
6.812080536912751283e-02,1.439195234882723994e-04
7.144295302013423110e-02,6.811753576192214636e-04
7.476510067114094937e-02,1.187037363145001400e-04
7.808724832214765377e-02,2.204694126470015223e-04
8.140939597315435816e-02,3.587907888739650655e-04
8.473154362416107643e-02,1.814561582179290592e-05
8.805369127516779471e-02,2.195239081088948632e-04
9.137583892617449910e-02,1.622138274294999982e-04
9.469798657718120349e-02,1.925935147205962004e-05
9.802013422818792177e-02,1.758820368226316486e-04
1.013422818791946400e-01,6.010280618271393751e-05
1.046644295302013444e-01,3.944731078365331219e-05
1.079865771812080488e-01,1.215875679929614614e-04
1.113087248322147671e-01,1.644957439083413229e-05
1.146308724832214854e-01,5.259347393398647308e-05
1.179530201342281898e-01,7.380554110903659519e-05
1.212751677852348942e-01,4.168377232181158508e-06
1.245973154362416124e-01,5.428626349764979439e-05
1.279194630872483307e-01,3.886483114963647364e-05
1.312416107382550212e-01,5.812708386246712729e-06
1.345637583892617395e-01,4.740894387884475055e-05
1.378859060402684578e-01,1.702965165282297312e-05
1.412080536912751760e-01,1.138527103789735342e-05
1.445302013422818943e-01,3.630572171969209883e-05
1.478523489932885848e-01,5.783214163738010260e-06
1.511744966442953031e-01,1.596863896653137171e-05
1.544966442953020214e-01,2.460422798604067741e-05
1.578187919463087119e-01,1.782816921177168561e-06
1.611409395973154302e-01,1.781113648359213100e-05
1.644630872483221484e-01,1.461369734457689979e-05
1.677852348993288667e-01,1.909022981774594363e-06
1.711073825503355850e-01,1.692947853285862281e-05
1.744295302013422755e-01,7.387411783023766748e-06
1.777516778523489938e-01,3.740718373594717160e-06
1.810738255033557120e-01,1.415312544520726975e-05
1.843959731543624025e-01,3.033143115255566395e-06
